num__Soil_pH,num__Soil_Moisture,num__Organic_Carbon,num__Electrical_Conductivity,num__Temperature_C,num__Humidity,num__Rainfall_mm,num__Sunlight_Hours,cat__Soil_Type,cat__Wind_Speed_kmh,cat__Crop_Type,cat__Crop_Growth_Stage,cat__Season,cat__Irrigation_Type,cat__Water_Source,cat__Field_Area_hectare,cat__Mulching_Used,cat__Previous_Irrigation_mm,cat__Region
7.47,49.24,0.57,1.25,26.58,55.77,1870.55,5.35,Sandy,7.14,Rice,Flowering,Zaid,Sprinkler,Rainwater,6.5,Yes,64.06,North
7.11,58.64,0.76,2.72,28.84,55.49,950.73,5.84,Loamy,19.4,Sugarcane,Flowering,Rabi,Rainfed,River,5.09,Yes,112.32,West
7.77,15.55,1.22,2.37,20.29,70.49,509.27,4.22,Sandy,10.66,Rice,Sowing,Rabi,Rainfed,River,9.76,Yes,79.5,Central
7.18,28.52,0.8,0.63,40.14,53.99,1282.96,8.91,Loamy,18.75,Cotton,Vegetative,Kharif,Sprinkler,Reservoir,14.53,Yes,24.39,West
5.96,63.86,1.4,2.16,18.05,86.43,1446.51,6.39,Sandy,10.58,Rice,Sowing,Zaid,Drip,Reservoir,1.49,Yes,20.88,North
4.98,38.42,1.25,1.62,23.52,49.88,593.99,5.7,Clay,4.51,Wheat,Sowing,Rabi,Canal,Reservoir,11.87,No,43.84,South
6.81,30.11,1.03,1.82,34.97,65.06,2365.18,4.75,Silt,9.95,Rice,Harvest,Rabi,Sprinkler,Rainwater,8.57,No,48.42,North
5.33,34.26,1.22,0.3,30.7,63.91,1394.17,9.36,Silt,8.92,Maize,Harvest,Zaid,Rainfed,Groundwater,4.8,No,106.02,Central
6.12,14.71,1.4,2.25,24.66,82.24,1794.78,8.56,Sandy,2.11,Rice,Harvest,Rabi,Drip,Groundwater,4.14,Yes,77.43,South
7.89,30.71,0.83,0.55,30.43,28.81,1162.28,5.43,Loamy,13.66,Cotton,Vegetative,Zaid,Drip,Groundwater,12.78,No,117.69,South
5.8,12.55,0.88,0.49,19.19,75.49,1332.17,9.66,Silt,7.4,Wheat,Flowering,Kharif,Rainfed,Reservoir,7.86,No,31.55,North
7.83,62.09,0.4,2.32,21.32,90.63,639.42,10.34,Loamy,5.68,Wheat,Harvest,Rabi,Canal,River,7.92,Yes,56.77,South
5.72,14.69,0.65,1.34,18.41,42.77,1185.74,4.44,Silt,3.24,Potato,Flowering,Zaid,Sprinkler,Rainwater,13.76,No,99.89,South
6.4,20.84,1.11,0.29,41.09,33.0,1274.16,8.11,Sandy,6.84,Cotton,Harvest,Kharif,Drip,Reservoir,9.5,No,93.08,South
6.67,65.0,0.9,3.18,21.27,92.72,1097.07,6.2,Clay,10.01,Sugarcane,Harvest,Rabi,Drip,Groundwater,8.71,Yes,115.8,East
5.32,14.13,1.47,0.19,36.66,54.15,1441.78,9.0,Clay,5.37,Wheat,Vegetative,Zaid,Canal,Groundwater,11.17,Yes,112.92,West
7.28,59.38,1.01,1.69,26.5,94.9,508.44,5.83,Clay,11.18,Maize,Vegetative,Kharif,Sprinkler,Groundwater,13.93,Yes,16.32,East
6.61,30.97,1.52,3.43,38.19,71.98,1263.19,5.13,Silt,14.72,Sugarcane,Flowering,Rabi,Canal,Groundwater,12.2,No,10.02,South
6.0,36.93,0.37,0.42,12.21,33.39,1087.82,7.93,Silt,11.95,Potato,Sowing,Rabi,Rainfed,River,4.28,Yes,53.63,West
7.28,27.14,0.95,1.95,25.7,44.65,740.65,9.37,Clay,2.9,Sugarcane,Harvest,Rabi,Drip,Reservoir,1.49,No,110.38,North
7.24,61.71,1.07,0.59,38.49,67.68,1965.85,9.65,Sandy,15.32,Rice,Flowering,Kharif,Canal,River,8.83,No,40.36,Central
8.18,43.19,1.09,1.58,38.5,45.01,1778.44,6.73,Clay,16.75,Maize,Sowing,Kharif,Sprinkler,Reservoir,1.2,No,83.73,West
7.63,34.41,1.27,2.6,31.81,43.3,697.21,10.47,Clay,5.95,Rice,Sowing,Rabi,Drip,River,0.64,No,89.94,East
6.45,59.55,0.96,2.64,40.63,45.42,1902.3,8.11,Loamy,6.34,Maize,Flowering,Zaid,Sprinkler,Rainwater,9.93,Yes,16.47,North
6.09,52.18,0.91,2.5,30.89,31.59,1184.93,10.84,Sandy,12.72,Sugarcane,Flowering,Zaid,Rainfed,Groundwater,9.42,Yes,54.26,North
7.72,12.88,1.35,2.85,32.08,58.62,755.06,4.83,Loamy,3.09,Maize,Harvest,Zaid,Sprinkler,River,3.38,Yes,108.33,South
5.65,62.33,0.73,0.39,13.69,47.76,914.52,8.74,Silt,11.51,Sugarcane,Harvest,Zaid,Canal,Groundwater,1.38,Yes,87.55,West
6.18,59.5,0.7,2.53,33.1,53.84,1531.02,7.74,Sandy,13.74,Potato,Sowing,Rabi,Canal,River,0.57,No,70.82,West
5.31,15.44,1.31,0.77,35.04,44.97,206.06,9.11,Silt,2.5,Rice,Harvest,Kharif,Rainfed,River,2.35,Yes,77.17,North
5.95,59.45,0.63,1.23,12.74,25.2,633.53,7.36,Silt,19.11,Maize,Flowering,Kharif,Canal,Reservoir,13.51,No,61.46,West
5.16,47.31,1.22,2.96,40.71,52.62,1881.1,6.22,Sandy,5.07,Maize,Harvest,Rabi,Canal,Groundwater,10.61,Yes,29.44,North
7.12,46.1,0.54,3.4,28.44,47.32,289.61,5.44,Silt,11.64,Potato,Harvest,Zaid,Sprinkler,Rainwater,11.13,No,19.36,West
6.22,63.25,1.53,1.66,17.17,80.36,307.0,6.03,Clay,13.62,Sugarcane,Vegetative,Rabi,Sprinkler,Reservoir,2.07,Yes,23.38,East
6.89,62.59,1.35,0.14,27.18,93.92,2014.27,5.98,Clay,17.43,Maize,Vegetative,Zaid,Drip,Groundwater,6.75,No,46.24,North
5.42,30.59,1.19,3.37,29.22,62.48,1259.2,8.78,Silt,10.46,Sugarcane,Sowing,Rabi,Rainfed,Reservoir,5.4,No,95.08,Central
6.63,33.57,1.03,3.47,35.41,26.35,2046.94,6.2,Silt,4.17,Potato,Sowing,Kharif,Drip,River,0.73,No,76.73,North
7.84,43.49,0.76,1.35,14.32,74.23,1171.28,7.91,Silt,14.8,Rice,Sowing,Zaid,Drip,River,12.81,No,65.3,West
5.86,47.11,0.59,3.06,19.43,58.22,758.79,4.07,Clay,9.7,Wheat,Sowing,Kharif,Rainfed,Rainwater,14.79,No,55.07,Central
6.47,37.26,1.27,2.91,16.29,83.83,1045.35,8.99,Clay,6.48,Maize,Sowing,Rabi,Rainfed,Reservoir,0.94,No,2.36,North
5.69,52.14,0.52,2.95,19.45,32.02,1682.07,6.43,Sandy,3.23,Rice,Flowering,Kharif,Drip,Reservoir,8.7,No,115.37,South
4.88,39.06,0.34,3.43,13.45,38.28,817.38,6.97,Silt,11.88,Potato,Flowering,Zaid,Sprinkler,Reservoir,2.53,No,56.66,South
4.84,18.91,1.49,1.42,31.98,50.81,209.2,10.44,Sandy,4.41,Rice,Flowering,Rabi,Canal,Reservoir,13.28,Yes,60.51,South
6.53,58.66,0.61,0.41,12.99,62.42,1904.47,10.37,Silt,1.56,Rice,Flowering,Zaid,Drip,River,10.51,No,74.24,West
5.85,29.37,0.81,2.86,40.99,36.41,1586.96,10.46,Loamy,1.81,Rice,Flowering,Rabi,Drip,Reservoir,1.86,No,46.76,Central
7.43,11.33,0.57,1.39,24.3,94.89,1878.51,9.14,Sandy,6.25,Sugarcane,Sowing,Zaid,Canal,Rainwater,6.8,No,69.55,North
7.36,53.53,0.86,2.29,40.73,42.62,1995.88,5.5,Clay,13.5,Rice,Flowering,Kharif,Sprinkler,Reservoir,9.05,Yes,115.27,Central
6.24,21.4,0.61,0.84,31.34,82.88,1137.5,5.71,Loamy,7.97,Rice,Sowing,Kharif,Sprinkler,Groundwater,2.59,Yes,81.09,North
6.66,62.65,0.71,0.54,17.02,43.76,534.55,5.76,Sandy,8.45,Cotton,Harvest,Kharif,Canal,Rainwater,14.23,Yes,70.16,East
7.54,62.91,1.26,1.28,23.02,80.03,1929.26,7.38,Sandy,3.6,Sugarcane,Harvest,Rabi,Sprinkler,Rainwater,8.91,No,57.98,West
7.47,28.0,1.09,1.88,24.18,70.5,381.81,9.06,Loamy,16.81,Rice,Harvest,Rabi,Rainfed,Rainwater,6.49,Yes,17.7,South
7.63,10.89,1.43,1.74,31.6,48.82,690.69,4.68,Silt,13.1,Potato,Vegetative,Rabi,Canal,River,7.31,No,52.02,South
6.95,37.06,0.55,2.24,28.57,29.42,422.66,4.73,Silt,12.34,Rice,Harvest,Rabi,Drip,Rainwater,1.54,Yes,19.77,West
5.66,46.85,1.36,2.12,18.49,37.02,1190.27,6.34,Loamy,11.32,Potato,Harvest,Rabi,Rainfed,Rainwater,6.92,Yes,62.22,North
7.08,11.05,0.75,3.06,25.81,74.48,1442.67,8.99,Loamy,15.09,Cotton,Vegetative,Rabi,Drip,Groundwater,14.82,Yes,24.6,East
7.57,58.29,1.09,2.7,37.24,58.06,107.45,8.75,Sandy,1.11,Cotton,Harvest,Kharif,Sprinkler,Reservoir,11.0,Yes,35.41,South
8.01,33.09,0.96,2.31,13.3,43.31,1018.67,5.74,Silt,18.95,Wheat,Harvest,Rabi,Canal,River,11.34,Yes,3.44,South
5.49,8.86,1.55,2.58,15.35,71.04,2119.8,7.17,Sandy,8.55,Cotton,Harvest,Rabi,Drip,River,11.01,No,24.28,East
7.59,32.89,0.93,3.16,32.36,41.86,1781.64,10.06,Loamy,16.07,Potato,Sowing,Rabi,Sprinkler,Groundwater,13.45,No,18.13,North
8.05,43.76,1.19,2.57,37.81,77.1,1752.56,7.2,Clay,3.78,Cotton,Sowing,Zaid,Sprinkler,Rainwater,6.91,Yes,24.8,East
5.86,43.14,1.03,2.48,23.38,60.35,1465.67,9.95,Sandy,17.15,Sugarcane,Vegetative,Zaid,Drip,Reservoir,5.01,No,93.21,West
6.97,43.92,0.85,1.68,33.17,76.41,1118.89,6.39,Silt,14.17,Sugarcane,Flowering,Zaid,Rainfed,River,1.22,No,79.64,South
6.69,50.7,0.66,2.5,17.05,26.04,677.81,7.6,Silt,6.99,Cotton,Sowing,Kharif,Canal,River,10.67,No,13.73,Central
7.17,39.79,1.1,1.05,20.3,42.36,1935.7,7.64,Loamy,12.53,Sugarcane,Harvest,Rabi,Sprinkler,Groundwater,6.5,No,86.44,Central
6.1,45.7,0.34,1.19,40.02,45.87,1027.08,4.33,Sandy,1.64,Potato,Vegetative,Zaid,Drip,Rainwater,13.63,No,82.65,North
6.27,60.25,1.41,0.61,35.68,41.87,744.09,7.98,Clay,12.8,Sugarcane,Vegetative,Zaid,Drip,Groundwater,2.62,Yes,115.38,South
7.93,37.37,1.53,2.61,36.57,79.39,2145.35,9.24,Loamy,2.7,Cotton,Flowering,Kharif,Canal,Rainwater,3.58,Yes,14.62,North
6.85,41.21,0.5,0.99,30.03,94.78,876.88,7.85,Silt,17.41,Rice,Harvest,Zaid,Drip,Reservoir,10.07,No,92.34,West
6.11,13.11,1.45,2.5,23.68,54.33,740.04,7.22,Loamy,18.23,Rice,Sowing,Kharif,Drip,Rainwater,14.67,No,1.1,West
8.15,13.45,1.57,0.8,34.19,78.88,2174.44,5.66,Sandy,11.83,Potato,Sowing,Kharif,Canal,River,10.98,No,53.8,East
6.88,61.45,1.22,0.39,18.56,70.24,286.34,6.5,Clay,5.07,Sugarcane,Flowering,Zaid,Canal,River,3.49,Yes,93.17,West
7.16,9.0,0.5,2.37,20.59,92.95,1328.28,7.31,Clay,9.42,Rice,Harvest,Rabi,Rainfed,Rainwater,9.77,Yes,90.53,South
5.51,62.1,1.44,3.01,39.71,44.56,706.74,9.39,Silt,19.06,Potato,Vegetative,Kharif,Rainfed,Reservoir,3.33,No,76.19,West
5.46,57.19,1.28,0.74,24.4,76.25,304.22,8.76,Loamy,5.65,Potato,Flowering,Kharif,Drip,Rainwater,9.08,Yes,107.95,North
6.49,60.14,0.92,2.41,24.86,29.95,1725.27,8.56,Silt,11.39,Sugarcane,Sowing,Kharif,Sprinkler,River,12.73,No,119.4,West
8.07,15.3,0.84,1.45,40.1,57.95,1991.15,5.04,Silt,15.96,Maize,Vegetative,Zaid,Drip,Rainwater,6.8,No,81.28,Central
6.75,33.08,0.34,2.24,13.91,82.37,1566.54,8.99,Clay,9.4,Sugarcane,Sowing,Rabi,Sprinkler,Reservoir,8.76,Yes,50.93,West
5.34,60.35,1.53,0.97,38.94,54.17,1194.28,5.33,Loamy,18.47,Cotton,Flowering,Rabi,Sprinkler,River,7.74,Yes,102.16,North
7.78,26.61,0.93,0.91,27.24,67.84,715.1,6.1,Silt,4.46,Cotton,Sowing,Rabi,Sprinkler,River,2.28,Yes,119.3,East
7.01,51.35,0.65,1.97,23.23,81.68,1319.04,9.83,Loamy,5.34,Wheat,Harvest,Rabi,Canal,River,8.01,Yes,8.39,East
6.01,9.08,0.48,1.3,17.19,43.01,1744.19,4.27,Loamy,12.76,Wheat,Harvest,Kharif,Sprinkler,Rainwater,7.34,No,12.52,North
7.23,32.98,0.92,2.64,35.96,69.83,2275.3,6.71,Loamy,15.14,Potato,Flowering,Zaid,Rainfed,Reservoir,9.72,No,42.22,North
5.59,52.13,0.61,3.21,35.91,57.91,1000.8,5.04,Silt,9.36,Potato,Vegetative,Rabi,Canal,Reservoir,8.32,Yes,43.2,Central
4.86,14.24,0.44,0.61,35.22,64.04,1667.75,5.04,Silt,12.56,Wheat,Harvest,Rabi,Rainfed,River,4.67,Yes,100.82,East
7.37,60.21,0.63,1.7,32.75,59.69,295.46,8.89,Sandy,17.36,Sugarcane,Flowering,Zaid,Drip,River,6.74,No,110.49,South
6.01,13.37,1.06,0.9,25.17,48.25,1515.54,8.24,Loamy,17.35,Cotton,Sowing,Kharif,Rainfed,Groundwater,6.15,No,70.75,North
8.12,45.11,0.88,0.14,23.91,91.97,626.13,6.74,Loamy,12.11,Sugarcane,Flowering,Rabi,Sprinkler,River,9.91,No,109.78,West
7.18,55.67,0.38,3.15,36.59,63.28,900.18,9.0,Silt,10.01,Maize,Flowering,Rabi,Sprinkler,River,2.4,Yes,105.62,North
7.68,62.02,1.54,1.44,28.4,58.32,2263.44,10.32,Sandy,11.29,Maize,Flowering,Rabi,Canal,Reservoir,8.76,No,73.99,East
6.9,47.61,1.57,0.37,19.49,34.77,429.37,6.58,Sandy,3.03,Potato,Vegetative,Zaid,Canal,Rainwater,5.7,No,53.96,Central
8.03,30.88,1.33,2.68,32.85,43.17,1944.09,9.93,Clay,15.54,Potato,Sowing,Rabi,Sprinkler,Groundwater,2.88,No,21.16,South
7.53,36.41,1.53,2.9,39.28,67.89,345.07,10.55,Sandy,5.97,Cotton,Vegetative,Rabi,Canal,River,10.15,Yes,14.11,East
7.21,61.98,0.35,0.16,30.98,48.71,1122.25,8.6,Loamy,10.32,Rice,Flowering,Zaid,Rainfed,River,13.79,Yes,87.46,South
8.17,15.29,1.44,2.11,21.47,32.76,2106.81,8.95,Clay,9.98,Sugarcane,Sowing,Rabi,Sprinkler,Rainwater,7.01,Yes,29.17,Central
6.31,40.71,0.57,3.03,40.45,74.35,152.73,5.71,Loamy,3.0,Sugarcane,Flowering,Rabi,Rainfed,Rainwater,6.11,Yes,65.73,Central
4.91,54.35,1.36,1.12,24.77,49.1,750.53,8.39,Sandy,17.59,Maize,Sowing,Rabi,Rainfed,Groundwater,5.6,Yes,80.66,North
6.07,24.34,1.47,3.5,21.57,29.06,1190.9,4.49,Silt,14.18,Maize,Flowering,Rabi,Canal,Groundwater,14.85,No,21.7,Central
4.99,42.42,0.48,2.59,14.46,78.43,2377.91,9.54,Loamy,2.48,Maize,Flowering,Rabi,Canal,Groundwater,10.92,No,23.71,Central
8.01,42.62,1.14,1.07,41.56,81.53,2337.82,7.55,Sandy,1.94,Maize,Flowering,Kharif,Canal,River,12.59,No,54.02,North
8.04,50.18,0.47,0.81,22.02,63.5,1778.4,8.94,Loamy,7.75,Maize,Harvest,Rabi,Sprinkler,Rainwater,3.39,No,68.74,West
7.91,59.66,0.6,3.19,26.3,90.09,705.3,7.63,Loamy,14.03,Rice,Harvest,Rabi,Canal,Reservoir,7.13,Yes,12.17,Central
6.68,16.83,0.74,2.69,16.94,79.49,1567.78,8.13,Loamy,9.6,Maize,Vegetative,Zaid,Drip,Reservoir,12.55,Yes,5.12,West
4.83,14.79,1.22,3.43,18.97,47.23,2252.55,6.77,Sandy,5.58,Sugarcane,Sowing,Kharif,Sprinkler,Reservoir,6.71,No,90.15,North
6.4,24.7,0.95,0.57,14.84,55.14,967.66,8.52,Silt,19.14,Wheat,Sowing,Kharif,Canal,Groundwater,1.25,No,15.83,Central
4.94,48.68,1.29,1.85,22.89,55.14,2427.44,4.45,Sandy,15.16,Wheat,Harvest,Rabi,Rainfed,Groundwater,6.46,Yes,9.4,East
6.25,28.58,0.32,2.84,28.4,75.38,2019.08,8.23,Sandy,10.66,Rice,Vegetative,Zaid,Canal,Reservoir,1.42,No,101.3,South
5.73,18.52,0.57,1.75,31.83,32.91,2487.87,4.55,Silt,17.44,Wheat,Flowering,Rabi,Sprinkler,River,10.77,No,98.18,East
7.16,55.61,1.34,1.47,41.68,36.05,1075.6,4.4,Silt,4.01,Sugarcane,Harvest,Kharif,Rainfed,River,12.18,No,38.91,Central
6.19,41.12,1.14,2.2,41.96,51.8,453.31,5.81,Silt,10.38,Potato,Harvest,Zaid,Drip,River,4.59,No,87.17,South
7.22,41.21,0.58,1.05,39.02,28.95,1274.59,5.32,Clay,13.38,Rice,Flowering,Zaid,Sprinkler,Rainwater,11.89,No,98.89,West
6.96,30.49,1.03,2.98,31.86,44.76,1480.11,6.16,Clay,5.05,Cotton,Flowering,Kharif,Canal,Groundwater,14.43,Yes,62.74,Central
5.73,39.74,0.84,1.53,24.82,27.68,1491.38,6.54,Silt,14.19,Cotton,Harvest,Zaid,Drip,Reservoir,13.33,Yes,28.17,East
5.63,28.11,0.32,0.44,30.53,36.48,1848.32,8.42,Loamy,2.31,Cotton,Harvest,Kharif,Drip,Reservoir,8.29,Yes,45.43,East
7.64,27.3,1.19,1.03,19.31,62.99,2047.55,8.75,Silt,15.52,Wheat,Flowering,Rabi,Drip,Reservoir,11.51,Yes,0.79,South
8.12,20.58,1.37,2.85,38.94,59.55,121.77,6.3,Loamy,13.75,Rice,Vegetative,Kharif,Canal,River,4.76,No,118.43,Central
7.25,24.58,0.83,3.5,16.39,72.54,1058.76,4.54,Sandy,4.62,Potato,Harvest,Kharif,Canal,Rainwater,4.65,No,102.16,West
6.05,9.29,0.42,3.23,34.42,60.15,28.5,6.68,Clay,11.21,Rice,Vegetative,Kharif,Sprinkler,River,13.18,Yes,21.15,Central
6.54,12.55,0.34,2.57,28.82,64.17,2058.21,4.33,Silt,18.58,Maize,Harvest,Kharif,Sprinkler,River,1.54,No,82.58,East
6.54,58.16,0.95,1.71,41.88,37.47,961.94,4.72,Loamy,2.69,Sugarcane,Flowering,Rabi,Sprinkler,Groundwater,14.46,Yes,110.13,West
5.38,60.23,1.08,1.88,24.46,88.54,1546.99,4.97,Silt,3.39,Potato,Harvest,Rabi,Drip,Reservoir,8.16,Yes,8.77,Central
7.23,29.13,0.81,3.02,15.67,52.99,2016.33,4.52,Sandy,16.65,Cotton,Sowing,Rabi,Drip,Groundwater,6.86,No,3.9,West
7.91,42.85,1.33,3.21,26.33,29.99,366.18,7.35,Clay,7.17,Rice,Vegetative,Zaid,Canal,Rainwater,8.24,Yes,69.15,Central
7.11,24.58,1.36,3.03,28.04,42.37,1908.56,6.26,Clay,12.71,Potato,Flowering,Zaid,Sprinkler,Groundwater,4.13,No,3.33,East
4.94,23.08,1.25,1.36,28.15,35.82,2183.74,8.41,Clay,12.01,Potato,Sowing,Rabi,Drip,Rainwater,9.04,No,34.04,East
5.02,60.88,0.74,0.91,21.36,26.85,2040.11,5.11,Clay,8.64,Cotton,Vegetative,Zaid,Sprinkler,Groundwater,1.03,No,64.62,North
6.69,31.48,0.75,2.03,19.44,35.76,131.65,9.79,Loamy,19.18,Potato,Sowing,Zaid,Canal,Groundwater,10.57,Yes,0.6,South
8.14,52.09,1.17,1.36,37.35,63.95,1998.88,5.48,Clay,7.74,Sugarcane,Vegetative,Kharif,Sprinkler,River,13.74,Yes,24.44,West
8.18,11.6,1.25,0.96,25.27,79.29,2030.66,10.35,Clay,15.02,Wheat,Vegetative,Zaid,Canal,River,1.15,Yes,100.86,West
7.74,22.87,1.0,2.94,14.76,30.83,909.19,6.71,Sandy,11.78,Wheat,Sowing,Zaid,Canal,Groundwater,5.94,Yes,81.08,East
6.56,46.12,1.38,1.98,24.08,71.88,52.7,5.93,Silt,14.36,Wheat,Harvest,Zaid,Rainfed,River,7.9,Yes,58.6,West
7.98,62.39,0.36,0.39,21.51,36.11,2263.03,4.54,Silt,8.4,Maize,Vegetative,Zaid,Drip,River,14.96,No,6.47,West
6.35,21.33,1.23,0.73,40.87,44.42,349.17,5.73,Clay,5.71,Sugarcane,Harvest,Rabi,Drip,Reservoir,1.56,No,89.3,South
6.48,39.74,1.23,2.22,15.09,45.73,174.33,9.99,Clay,10.68,Cotton,Flowering,Rabi,Drip,Rainwater,6.81,No,73.18,South
5.76,38.95,1.34,2.28,31.18,37.13,1652.99,7.3,Clay,14.44,Rice,Flowering,Kharif,Canal,Reservoir,2.73,Yes,9.68,West
8.16,54.46,1.52,3.06,33.79,28.34,1143.04,4.16,Loamy,19.54,Maize,Flowering,Rabi,Drip,Groundwater,2.58,Yes,81.97,West
6.9,60.71,1.01,0.36,41.74,39.82,412.82,10.87,Loamy,16.32,Rice,Sowing,Kharif,Drip,Rainwater,10.23,Yes,107.58,South
5.07,42.79,0.51,2.37,12.37,56.29,1647.77,6.33,Clay,16.84,Wheat,Flowering,Rabi,Sprinkler,Groundwater,11.08,Yes,6.56,Central
5.54,35.19,0.35,0.63,38.21,70.26,651.74,7.21,Clay,4.94,Sugarcane,Flowering,Zaid,Sprinkler,River,13.53,No,41.82,North
6.18,46.18,1.48,1.81,41.83,50.48,1261.71,10.27,Sandy,5.93,Sugarcane,Sowing,Zaid,Drip,River,11.23,Yes,40.78,East
6.47,52.15,1.12,0.32,25.52,75.25,1464.45,6.8,Clay,1.33,Maize,Sowing,Kharif,Canal,River,12.13,Yes,71.89,South
6.93,35.49,0.33,2.64,34.24,53.06,2030.45,4.2,Sandy,9.67,Potato,Sowing,Kharif,Sprinkler,Reservoir,13.09,No,82.4,Central
5.06,29.33,1.53,1.24,23.64,89.92,217.46,8.86,Clay,8.84,Sugarcane,Flowering,Kharif,Rainfed,River,6.09,No,5.09,South
5.74,53.69,1.18,3.06,15.8,43.66,1548.52,8.74,Sandy,8.19,Rice,Sowing,Rabi,Drip,River,8.98,Yes,50.44,Central
6.86,12.77,1.32,1.62,15.14,91.42,1515.67,10.92,Silt,13.04,Potato,Vegetative,Kharif,Drip,Groundwater,9.1,Yes,42.97,West
4.97,61.4,0.61,2.52,30.07,54.72,429.6,7.68,Silt,4.85,Rice,Flowering,Kharif,Rainfed,Rainwater,10.87,Yes,110.98,West
6.0,54.83,0.61,2.92,40.07,81.76,992.01,5.51,Clay,15.35,Rice,Harvest,Zaid,Rainfed,Reservoir,5.56,No,92.97,West
6.83,54.44,1.08,1.64,20.24,64.53,1317.95,6.29,Loamy,5.42,Maize,Vegetative,Zaid,Sprinkler,Groundwater,12.41,Yes,5.4,Central
6.82,18.49,0.85,3.26,30.75,44.31,939.0,5.89,Clay,9.37,Potato,Harvest,Rabi,Rainfed,River,8.95,No,116.28,East
4.83,41.52,1.47,0.83,33.19,27.93,1852.17,8.39,Loamy,10.69,Wheat,Sowing,Zaid,Drip,Groundwater,1.29,Yes,30.16,South
6.01,57.1,0.46,2.12,17.78,32.28,210.51,9.53,Clay,16.79,Cotton,Sowing,Zaid,Rainfed,Rainwater,12.92,Yes,18.68,East
4.82,46.71,1.47,0.31,15.07,62.74,1402.66,5.08,Silt,18.51,Sugarcane,Vegetative,Rabi,Sprinkler,River,14.51,Yes,4.06,East
7.84,28.0,0.33,1.32,23.19,69.98,2353.38,9.95,Silt,1.24,Potato,Sowing,Kharif,Rainfed,Reservoir,7.13,Yes,21.0,South
6.82,13.31,1.55,3.01,35.9,43.28,1910.38,5.18,Clay,6.93,Wheat,Flowering,Rabi,Rainfed,Groundwater,9.16,No,36.41,Central
7.61,24.62,1.52,1.67,30.87,85.02,580.95,5.85,Loamy,9.12,Sugarcane,Vegetative,Kharif,Canal,Rainwater,10.87,No,40.7,West
6.5,36.85,1.4,1.09,38.55,52.38,1590.45,5.18,Sandy,16.01,Potato,Sowing,Rabi,Drip,Groundwater,1.01,Yes,21.32,West
8.1,35.09,1.23,1.64,29.18,49.98,427.46,7.6,Clay,2.9,Rice,Harvest,Zaid,Rainfed,Rainwater,9.15,No,94.78,North
7.83,19.66,1.57,1.38,18.23,40.4,1371.21,9.78,Clay,11.71,Rice,Harvest,Zaid,Rainfed,Rainwater,9.53,Yes,13.35,East
4.85,12.26,0.65,3.14,17.95,94.77,148.33,5.67,Clay,3.78,Wheat,Harvest,Zaid,Drip,River,13.86,No,64.7,East
6.41,37.97,0.89,1.45,22.8,53.88,2300.78,4.72,Clay,7.22,Rice,Harvest,Zaid,Drip,Rainwater,3.39,Yes,59.07,Central
5.73,11.54,1.54,2.08,32.45,40.47,292.19,10.53,Clay,4.53,Rice,Sowing,Kharif,Rainfed,Reservoir,1.93,Yes,49.11,West
5.99,58.95,0.96,2.66,32.74,91.4,2086.73,6.83,Silt,5.44,Cotton,Harvest,Rabi,Rainfed,Groundwater,3.95,No,86.13,North
5.73,48.98,1.59,0.96,18.0,71.8,1463.59,9.38,Clay,16.13,Cotton,Vegetative,Zaid,Drip,Rainwater,2.93,No,65.68,South
6.41,60.83,0.41,0.28,14.45,75.68,2079.11,9.29,Clay,5.74,Maize,Harvest,Zaid,Drip,Reservoir,0.34,Yes,68.1,West
8.07,20.66,1.32,1.92,16.45,88.33,1848.91,9.54,Sandy,17.16,Wheat,Vegetative,Zaid,Rainfed,Reservoir,13.36,Yes,81.37,West
6.73,52.14,1.5,0.27,31.76,86.17,1862.01,8.39,Loamy,9.32,Sugarcane,Vegetative,Zaid,Drip,Reservoir,6.02,No,64.77,South
6.06,64.18,0.99,1.48,31.31,40.29,1524.25,4.36,Loamy,16.74,Potato,Harvest,Rabi,Canal,Reservoir,7.03,No,54.55,Central
5.22,56.56,0.68,1.75,33.39,93.05,2033.54,7.8,Sandy,5.55,Rice,Vegetative,Rabi,Rainfed,River,0.59,Yes,19.81,North
5.7,36.94,1.23,2.39,21.89,56.35,226.24,9.36,Clay,16.99,Rice,Vegetative,Rabi,Sprinkler,River,4.88,No,60.19,West
7.08,43.12,1.38,2.25,37.4,64.62,2143.47,7.31,Loamy,10.42,Wheat,Harvest,Kharif,Canal,Rainwater,2.36,No,37.66,North
4.95,58.28,0.34,1.01,33.96,81.59,1344.43,8.84,Clay,3.68,Wheat,Sowing,Zaid,Drip,Reservoir,2.54,No,74.71,North
5.64,61.18,0.84,1.79,28.8,43.38,782.76,4.53,Clay,8.03,Sugarcane,Sowing,Kharif,Sprinkler,Rainwater,14.63,Yes,84.46,Central
5.24,60.46,0.58,1.81,15.49,72.55,2328.06,9.96,Clay,12.67,Rice,Harvest,Kharif,Sprinkler,Groundwater,7.41,Yes,59.27,East
6.83,58.88,0.95,2.68,16.24,34.24,1094.66,7.17,Sandy,4.63,Rice,Flowering,Kharif,Rainfed,Rainwater,14.92,No,102.05,South
6.16,51.83,0.95,2.78,36.98,41.87,36.89,9.63,Clay,16.65,Cotton,Harvest,Zaid,Rainfed,Groundwater,9.13,No,1.45,South
